Id,ID mess,Date,Year,Season,Mound ID,Site,Mound,Depth,Species,Tot num,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,Weight,treatment,time,size
2010SummerClam Shoal213Shallow,2010SummerClam Shoal213ShallowCrestedBlenny,7/1/2010,2010,Summer,Clam Shoal 213,Clam Shoal,213,Shallow,CrestedBlenny,1,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.104,Early small,Early,Small
2010SummerClam Shoal213Shallow,2010SummerClam Shoal213ShallowE.Depressus,7/1/2010,2010,Summer,Clam Shoal 213,Clam Shoal,213,Shallow,E.Depressus,1,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.627,Early small,Early,Small
2010SummerClam Shoal227Deep,2010SummerClam Shoal227DeepAtlanticOysterDrill,7/1/2010,2010,Summer,Clam Shoal 227,Clam Shoal,227,Deep,AtlanticOysterDrill,1,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143,Blank,,
2010SummerClam Shoal227Deep,2010SummerClam Shoal227DeepE.Depressus,7/1/2010,2010,Summer,Clam Shoal 227,Clam Shoal,227,Deep,E.Depressus,1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.096,Blank,,
2010SummerClam Shoal227Deep,2010SummerClam Shoal227DeepPolychaete,7/1/2010,2010,Summer,Clam Shoal 227,Clam Shoal,227,Deep,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,Blank,,
2010SummerClam Shoal227Shallow,2010SummerClam Shoal227ShallowCrestedBlenny,7/1/2010,2010,Summer,Clam Shoal 227,Clam Shoal,227,Shallow,CrestedBlenny,1,104.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.652,Blank,,
2010SummerClam Shoal227Shallow,2010SummerClam Shoal227ShallowE.Depressus,7/1/2010,2010,Summer,Clam Shoal 227,Clam Shoal,227,Shallow,E.Depressus,2,11.9,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787,Blank,,
2010SummerClam Shoal228Deep,2010SummerClam Shoal228DeepAtlanticOysterDrill,7/1/2010,2010,Summer,Clam Shoal 228,Clam Shoal,228,Deep,AtlanticOysterDrill,1,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,Early shell,Early,
2010SummerClam Shoal228Deep,2010SummerClam Shoal228DeepPolychaete,7/1/2010,2010,Summer,Clam Shoal 228,Clam Shoal,228,Deep,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,Early shell,Early,
2010SummerClam Shoal228Deep,2010SummerClam Shoal228DeepToadfish,7/1/2010,2010,Summer,Clam Shoal 228,Clam Shoal,228,Deep,Toadfish,1,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249,Early shell,Early,
2010SummerClam Shoal228Shallow,2010SummerClam Shoal228ShallowNakedGoby,7/1/2010,2010,Summer,Clam Shoal 228,Clam Shoal,228,Shallow,NakedGoby,1,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069,Early shell,Early,
2010SummerClam Shoal228Shallow,2010SummerClam Shoal228ShallowStripedBlenny,7/1/2010,2010,Summer,Clam Shoal 228,Clam Shoal,228,Shallow,StripedBlenny,1,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.936,Early shell,Early,
2010SummerClam Shoal229Deep,2010SummerClam Shoal229DeepStripedBlenny,7/1/2010,2010,Summer,Clam Shoal 229,Clam Shoal,229,Deep,StripedBlenny,1,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.936,Early small,Early,Small
2010SummerClam Shoal229Shallow,2010SummerClam Shoal229ShallowFeatheredblenny,7/1/2010,2010,Summer,Clam Shoal 229,Clam Shoal,229,Shallow,Featheredblenny,1,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.711,Early small,Early,Small
2010SummerClam Shoal229Shallow,2010SummerClam Shoal229ShallowP.Herbstii,7/1/2010,2010,Summer,Clam Shoal 229,Clam Shoal,229,Shallow,P.Herbstii,1,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653,Early small,Early,Small
2010SummerClam Shoal229Shallow,2010SummerClam Shoal229ShallowSkilletFish,7/1/2010,2010,Summer,Clam Shoal 229,Clam Shoal,229,Shallow,SkilletFish,1,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.914,Early small,Early,Small
2010SummerClam Shoal231Deep,2010SummerClam Shoal231DeepAtlanticOysterDrill,7/1/2010,2010,Summer,Clam Shoal 231,Clam Shoal,231,Deep,AtlanticOysterDrill,1,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,Blank,,
2010SummerClam Shoal231Deep,2010SummerClam Shoal231DeepCrestedBlenny,7/1/2010,2010,Summer,Clam Shoal 231,Clam Shoal,231,Deep,CrestedBlenny,1,102.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.482,Blank,,
2010SummerClam Shoal231Shallow,2010SummerClam Shoal231ShallowNakedGoby,7/1/2010,2010,Summer,Clam Shoal 231,Clam Shoal,231,Shallow,NakedGoby,1,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,Blank,,
2010FallClam Shoal32Deep,2010FallClam Shoal32DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 32,Clam Shoal,32,Deep,E.Depressus,4,17.5,16.3,10.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.648,Old,,
2010FallClam Shoal32Deep,2010FallClam Shoal32DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 32,Clam Shoal,32,Deep,P.Herbstii,2,17.4,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.521,Old,,
2010FallClam Shoal32Shallow,2010FallClam Shoal32ShallowAtlanticOysterDrill,9/1/2010,2010,Fall,Clam Shoal 32,Clam Shoal,32,Shallow,AtlanticOysterDrill,1,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.242,Old,,
2010FallClam Shoal32Shallow,2010FallClam Shoal32ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 32,Clam Shoal,32,Shallow,E.Depressus,2,10.9,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761,Old,,
2010FallClam Shoal32Shallow,2010FallClam Shoal32ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 32,Clam Shoal,32,Shallow,NakedGoby,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907,Old,,
2010FallClam Shoal32Shallow,2010FallClam Shoal32ShallowP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 32,Clam Shoal,32,Shallow,P.Herbstii,1,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.076,Old,,
2010FallClam Shoal33Deep,2010FallClam Shoal33DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 33,Clam Shoal,33,Deep,E.Depressus,2,7.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,Old,,
2010FallClam Shoal33Deep,2010FallClam Shoal33DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 33,Clam Shoal,33,Deep,P.Herbstii,4,18.7,16.2,13.9,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.175,Old,,
2010FallClam Shoal33Shallow,2010FallClam Shoal33ShallowAtlanticOysterDrill,9/1/2010,2010,Fall,Clam Shoal 33,Clam Shoal,33,Shallow,AtlanticOysterDrill,4,20.1,15,8.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.689,Old,,
2010FallClam Shoal33Shallow,2010FallClam Shoal33ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 33,Clam Shoal,33,Shallow,E.Depressus,14,12.8,2.6,5.4,12.2,6.8,8,9.5,13.3,9.8,10.3,8.7,7.6,6.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.484,Old,,
2010FallClam Shoal33Shallow,2010FallClam Shoal33ShallowP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 33,Clam Shoal,33,Shallow,P.Herbstii,3,24.9,18.7,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.345,Old,,
2010FallClam Shoal33Shallow,2010FallClam Shoal33ShallowSkilletFish,9/1/2010,2010,Fall,Clam Shoal 33,Clam Shoal,33,Shallow,SkilletFish,1,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.737,Old,,
2010FallClam Shoal208Deep,2010FallClam Shoal208DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 208,Clam Shoal,208,Deep,E.Depressus,1,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,Late small,Late,Small
2010FallClam Shoal208Deep,2010FallClam Shoal208DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 208,Clam Shoal,208,Deep,P.Herbstii,1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358,Late small,Late,Small
2010FallClam Shoal208Shallow,2010FallClam Shoal208ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 208,Clam Shoal,208,Shallow,E.Depressus,3,13.8,4.8,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.413,Late small,Late,Small
2010FallClam Shoal208Shallow,2010FallClam Shoal208ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 208,Clam Shoal,208,Shallow,NakedGoby,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,Late small,Late,Small
2010FallClam Shoal208Shallow,2010FallClam Shoal208ShallowP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 208,Clam Shoal,208,Shallow,P.Herbstii,1,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.075,Late small,Late,Small
2010FallClam Shoal208Shallow,2010FallClam Shoal208ShallowPolychaete,9/1/2010,2010,Fall,Clam Shoal 208,Clam Shoal,208,Shallow,Polychaete,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.736,Late small,Late,Small
2010FallClam Shoal209Deep,2010FallClam Shoal209DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 209,Clam Shoal,209,Deep,E.Depressus,3,15.5,9.5,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.843,Late large,Late,Large
2010FallClam Shoal209Deep,2010FallClam Shoal209DeepNakedGoby,9/1/2010,2010,Fall,Clam Shoal 209,Clam Shoal,209,Deep,NakedGoby,1,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,Late large,Late,Large
2010FallClam Shoal209Deep,2010FallClam Shoal209DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 209,Clam Shoal,209,Deep,P.Herbstii,2,28.8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.114,Late large,Late,Large
2010FallClam Shoal209Deep,2010FallClam Shoal209DeepPolychaete,9/1/2010,2010,Fall,Clam Shoal 209,Clam Shoal,209,Deep,Polychaete,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261,Late large,Late,Large
2010FallClam Shoal209Shallow,2010FallClam Shoal209ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 209,Clam Shoal,209,Shallow,E.Depressus,4,12.5,10.4,10.7,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.939,Late large,Late,Large
2010FallClam Shoal210Deep,2010FallClam Shoal210DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 210,Clam Shoal,210,Deep,E.Depressus,2,5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693,Late small,Late,Small
2010FallClam Shoal210Deep,2010FallClam Shoal210DeepLunardovesnail,9/1/2010,2010,Fall,Clam Shoal 210,Clam Shoal,210,Deep,Lunardovesnail,2,3.4,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,Late small,Late,Small
2010FallClam Shoal210Deep,2010FallClam Shoal210DeepNakedGoby,9/1/2010,2010,Fall,Clam Shoal 210,Clam Shoal,210,Deep,NakedGoby,1,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.968,Late small,Late,Small
2010FallClam Shoal210Deep,2010FallClam Shoal210DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 210,Clam Shoal,210,Deep,P.Herbstii,1,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.017,Late small,Late,Small
2010FallClam Shoal210Shallow,2010FallClam Shoal210ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 210,Clam Shoal,210,Shallow,E.Depressus,3,20.2,8.2,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.168,Late small,Late,Small
2010FallClam Shoal210Shallow,2010FallClam Shoal210ShallowImpressedodostome,9/1/2010,2010,Fall,Clam Shoal 210,Clam Shoal,210,Shallow,Impressedodostome,1,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,Late small,Late,Small
2010FallClam Shoal210Shallow,2010FallClam Shoal210ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 210,Clam Shoal,210,Shallow,NakedGoby,2,24,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.537,Late small,Late,Small
2010FallClam Shoal211Deep,2010FallClam Shoal211DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 211,Clam Shoal,211,Deep,E.Depressus,2,13.4,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.229,Early shell,Early,
2010FallClam Shoal211Deep,2010FallClam Shoal211DeepLunardovesnail,9/1/2010,2010,Fall,Clam Shoal 211,Clam Shoal,211,Deep,Lunardovesnail,1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,Early shell,Early,
2010FallClam Shoal211Deep,2010FallClam Shoal211DeepNakedGoby,9/1/2010,2010,Fall,Clam Shoal 211,Clam Shoal,211,Deep,NakedGoby,1,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921,Early shell,Early,
2010FallClam Shoal211Deep,2010FallClam Shoal211DeepPolychaete,9/1/2010,2010,Fall,Clam Shoal 211,Clam Shoal,211,Deep,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142,Early shell,Early,
2010FallClam Shoal211Deep,2010FallClam Shoal211DeepToadfish,9/1/2010,2010,Fall,Clam Shoal 211,Clam Shoal,211,Deep,Toadfish,1,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215,Early shell,Early,
2010FallClam Shoal211Shallow,2010FallClam Shoal211ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 211,Clam Shoal,211,Shallow,E.Depressus,1,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.783,Early shell,Early,
2010FallClam Shoal211Shallow,2010FallClam Shoal211ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 211,Clam Shoal,211,Shallow,NakedGoby,1,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.326,Early shell,Early,
2010FallClam Shoal213Deep,2010FallClam Shoal213DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 213,Clam Shoal,213,Deep,P.Herbstii,2,26.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.073,Early small,Early,Small
2010FallClam Shoal213Deep,2010FallClam Shoal213DeepPolychaete,9/1/2010,2010,Fall,Clam Shoal 213,Clam Shoal,213,Deep,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,Early small,Early,Small
2010FallClam Shoal213Shallow,2010FallClam Shoal213ShallowCrestedBlenny,9/1/2010,2010,Fall,Clam Shoal 213,Clam Shoal,213,Shallow,CrestedBlenny,1,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.008,Early small,Early,Small
2010FallClam Shoal213Shallow,2010FallClam Shoal213ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 213,Clam Shoal,213,Shallow,E.Depressus,5,7.8,18.7,9.9,12.6,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.709,Early small,Early,Small
2010FallClam Shoal213Shallow,2010FallClam Shoal213ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 213,Clam Shoal,213,Shallow,NakedGoby,2,37.8,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.924,Early small,Early,Small
2010FallClam Shoal213Shallow,2010FallClam Shoal213ShallowP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 213,Clam Shoal,213,Shallow,P.Herbstii,1,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.516,Early small,Early,Small
2010FallClam Shoal213Shallow,2010FallClam Shoal213ShallowPolychaete,9/1/2010,2010,Fall,Clam Shoal 213,Clam Shoal,213,Shallow,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,Early small,Early,Small
2010FallClam Shoal227Deep,2010FallClam Shoal227DeepE.Depressus,9/1/2010,2010,Fall,Clam Shoal 227,Clam Shoal,227,Deep,E.Depressus,1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,Blank,,
2010FallClam Shoal227Deep,2010FallClam Shoal227DeepP.Herbstii,9/1/2010,2010,Fall,Clam Shoal 227,Clam Shoal,227,Deep,P.Herbstii,1,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.253,Blank,,
2010FallClam Shoal227Shallow,2010FallClam Shoal227ShallowE.Depressus,9/1/2010,2010,Fall,Clam Shoal 227,Clam Shoal,227,Shallow,E.Depressus,7,15.7,11.5,6.6,9.3,11.9,6.9,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.369,Blank,,
2010FallClam Shoal227Shallow,2010FallClam Shoal227ShallowNakedGoby,9/1/2010,2010,Fall,Clam Shoal 227,Clam Shoal,227,Shallow,NakedGoby,1,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,Blank,,
2010FallClam Shoal227Shallow,2010FallClam Shoal227ShallowPolychaete,9/1/2010,2010,Fall,Clam Shoal 227,Clam Shoal,227,Shallow,Polychaete,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,Blank,,
2010FallClam Shoal227Shallow,2010FallClam Shoal227ShallowSkilletFish,9/1/2010,2010,Fall,Clam Shoal 227,Clam Shoal,227,Shallow,SkilletFish,1,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,Blank,,
